County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_60_and_over
Fayette County,Ohio,74.2833102752856,39,047,14.6
Franklin County,Ohio,77.2471786004326,39,049,9.1
Fulton County,Ohio,78.2593638346074,39,051,14.3
Gallia County,Ohio,74.3487713837321,39,053,15.1
Geauga County,Ohio,81.2138671506158,39,055,16.0
Greene County,Ohio,79.2163492858315,39,057,13.6
Guernsey County,Ohio,75.9400126198537,39,059,15.6
Hamilton County,Ohio,76.7618918967061,39,061,12.0
Hancock County,Ohio,78.4862158659457,39,063,13.8
Hardin County,Ohio,76.207368042881,39,065,12.7
Harrison County,Ohio,75.8575806207302,39,067,18.2
Henry County,Ohio,78.6257196499168,39,069,15.0
Highland County,Ohio,75.3395214805756,39,071,15.0
Hocking County,Ohio,76.206337330482,39,073,16.0
Holmes County,Ohio,79.1566142603985,39,075,11.0
Huron County,Ohio,76.7610511982465,39,077,13.4
Jackson County,Ohio,73.3893348825429,39,079,13.2
Jefferson County,Ohio,74.7646624481656,39,081,17.0
Knox County,Ohio,77.8064833351772,39,083,14.4
Lake County,Ohio,78.6140910310831,39,085,15.2
Lawrence County,Ohio,73.7766715123119,39,087,15.2
Licking County,Ohio,77.6487071516428,39,089,13.2
Logan County,Ohio,76.5269073612589,39,091,14.5
Lorain County,Ohio,77.9576002710043,39,093,14.0
Lucas County,Ohio,76.1690429670612,39,095,12.4
Madison County,Ohio,76.8982189673816,39,097,11.2
Mahoning County,Ohio,76.4262983650631,39,099,16.1
Marion County,Ohio,76.1088948505246,39,101,12.6
Medina County,Ohio,79.9260795964239,39,103,13.7
Meigs County,Ohio,74.8271924506357,39,105,15.4
Mercer County,Ohio,78.816830329027,39,107,14.4
Miami County,Ohio,77.6678327303937,39,109,15.1
Monroe County,Ohio,77.1912282951852,39,111,20.5
Montgomery County,Ohio,75.6907854368318,39,113,14.1
Morgan County,Ohio,77.254864921514,39,115,17.6
Morrow County,Ohio,77.7950322467585,39,117,13.8
Muskingum County,Ohio,76.1638132661022,39,119,14.2
Noble County,Ohio,80.8839512535125,39,121,18.0
Ottawa County,Ohio,78.6642524791503,39,123,19.8
Paulding County,Ohio,77.3843799119014,39,125,14.5
Perry County,Ohio,76.2994875359333,39,127,13.2
Pickaway County,Ohio,76.4506776333108,39,129,12.1
Pike County,Ohio,73.6372462415753,39,131,13.7
Portage County,Ohio,78.217199632119,39,133,13.2
Preble County,Ohio,75.9819741691797,39,135,15.1
Putnam County,Ohio,79.5660056346929,39,137,13.5
Richland County,Ohio,76.7292029404702,39,139,15.0
Ross County,Ohio,75.206416290056,39,141,12.6
Sandusky County,Ohio,77.0952880098497,39,143,14.6
Scioto County,Ohio,73.5221432061333,39,145,13.9
Seneca County,Ohio,77.5900587800767,39,147,13.6
Shelby County,Ohio,78.1922711491222,39,149,12.4
Stark County,Ohio,77.6039078330574,39,151,15.3
Summit County,Ohio,77.3168366687128,39,153,13.8
Trumbull County,Ohio,76.2090871716527,39,155,16.9
Tuscarawas County,Ohio,77.9281808905406,39,157,15.1
Union County,Ohio,78.960801282214,39,159,10.3
Van Wert County,Ohio,77.851017243957,39,161,15.3
Vinton County,Ohio,74.8960773388615,39,163,14.1
Warren County,Ohio,79.4641992464484,39,165,11.0
Washington County,Ohio,76.956717727235,39,167,16.7
Wayne County,Ohio,78.3258000974321,39,169,14.1
Williams County,Ohio,77.995622024884,39,171,15.1
Wood County,Ohio,78.871058856844,39,173,11.9
Wyandot County,Ohio,77.8947203471954,39,175,15.1
Adair County,Oklahoma,73.4055497369832,40,001,13.2
Alfalfa County,Oklahoma,77.9279404278322,40,003,15.7
Atoka County,Oklahoma,75.0369044822705,40,005,15.1
Beaver County,Oklahoma,78.0781887262286,40,007,16.7
Beckham County,Oklahoma,73.8553594943431,40,009,9.7
Blaine County,Oklahoma,74.5006171417173,40,011,14.5
Bryan County,Oklahoma,75.1575756081418,40,013,15.6
Caddo County,Oklahoma,72.9855167228826,40,015,12.8
Canadian County,Oklahoma,77.9216095566232,40,017,10.4
Carter County,Oklahoma,73.4960235216269,40,019,13.8
Cherokee County,Oklahoma,75.0783331926502,40,021,13.6
Choctaw County,Oklahoma,72.3567608189869,40,023,18.1
Cimarron County,Oklahoma,76.8182611282883,40,025,20.0
Cleveland County,Oklahoma,78.4260841131887,40,027,10.1
Coal County,Oklahoma,72.7538970294171,40,029,17.0
Comanche County,Oklahoma,75.8601629328028,40,031,9.1
Cotton County,Oklahoma,74.7198345772888,40,033,16.4
Craig County,Oklahoma,73.976679292022,40,035,15.9
Creek County,Oklahoma,74.2876208165494,40,037,14.9
Custer County,Oklahoma,75.0764261562024,40,039,11.5
Delaware County,Oklahoma,75.8146152688104,40,041,22.0
Dewey County,Oklahoma,74.302921539276,40,043,16.7
Ellis County,Oklahoma,76.5051360924671,40,045,18.5
Garfield County,Oklahoma,75.6269483510308,40,047,13.1
Garvin County,Oklahoma,73.3743662069459,40,049,15.5
Grady County,Oklahoma,75.7322279291988,40,051,13.3
Grant County,Oklahoma,76.1055187663158,40,053,19.2
Greer County,Oklahoma,75.3245859858888,40,055,13.7
Harmon County,Oklahoma,75.5599090159423,40,057,15.3
Harper County,Oklahoma,76.7938036790602,40,059,14.9
Haskell County,Oklahoma,73.9293270380875,40,061,17.9
Hughes County,Oklahoma,72.6957214503488,40,063,15.2
Jackson County,Oklahoma,75.3159126419759,40,065,12.1
Jefferson County,Oklahoma,73.2497862244248,40,067,17.5
Johnston County,Oklahoma,73.223963980199,40,069,16.4
Kay County,Oklahoma,74.6142093490795,40,071,15.8
Kingfisher County,Oklahoma,77.0728161590943,40,073,13.7
Kiowa County,Oklahoma,72.5062079057623,40,075,17.3
Latimer County,Oklahoma,74.8622756539237,40,077,18.7
Le Flore County,Oklahoma,73.6306875559217,40,079,15.1
Lincoln County,Oklahoma,75.1007461832811,40,081,15.5
Logan County,Oklahoma,78.3508140474477,40,083,14.0
Love County,Oklahoma,75.0525984351258,40,085,17.1
McClain County,Oklahoma,76.221831095311,40,087,13.3
McCurtain County,Oklahoma,72.7600811625977,40,089,15.3
McIntosh County,Oklahoma,73.5213707881977,40,091,23.4
Major County,Oklahoma,76.2113761510922,40,093,17.2
Marshall County,Oklahoma,75.959518864608,40,095,20.0
Mayes County,Oklahoma,74.7424784021605,40,097,15.4
Murray County,Oklahoma,73.7475524796536,40,099,17.9
Muskogee County,Oklahoma,72.7133592541602,40,101,13.8
Noble County,Oklahoma,76.4440378119757,40,103,15.6
Nowata County,Oklahoma,75.1543062594848,40,105,16.9
Okfuskee County,Oklahoma,71.8684532229019,40,107,14.3
Oklahoma County,Oklahoma,75.6850727178963,40,109,10.7
Okmulgee County,Oklahoma,73.2176884778673,40,111,14.8
Osage County,Oklahoma,77.4702027779551,40,113,16.6
Ottawa County,Oklahoma,73.0797344607641,40,115,16.0
Pawnee County,Oklahoma,74.1373792361114,40,117,16.7
Payne County,Oklahoma,78.0199656861475,40,119,9.5
Pittsburg County,Oklahoma,73.5660126389887,40,121,15.7
Pontotoc County,Oklahoma,74.4044632576667,40,123,14.0
Pottawatomie County,Oklahoma,73.9593769156041,40,125,14.1
Pushmataha County,Oklahoma,73.7157583797235,40,127,20.0
Roger Mills County,Oklahoma,77.5755337400224,40,129,16.1
Rogers County,Oklahoma,77.1354168853122,40,131,14.1
Seminole County,Oklahoma,71.9393229881753,40,133,15.4
Sequoyah County,Oklahoma,73.608301672413,40,135,15.6
Stephens County,Oklahoma,74.968239426374,40,137,15.8
Texas County,Oklahoma,76.4635098386595,40,139,8.9
Tillman County,Oklahoma,74.762333389607,40,141,15.4
Tulsa County,Oklahoma,76.3825301475175,40,143,11.0
Wagoner County,Oklahoma,77.8227566057999,40,145,13.7
Washington County,Oklahoma,76.6834169560362,40,147,16.3
Washita County,Oklahoma,75.6872723962128,40,149,14.4
Woods County,Oklahoma,77.0551584951129,40,151,13.7
Woodward County,Oklahoma,76.4685335491012,40,153,11.4
Baker County,Oregon,78.1459891943654,41,001,23.0
Benton County,Oregon,82.6113329727778,41,003,12.4
Clackamas County,Oregon,80.679258551656,41,005,14.1
Clatsop County,Oregon,78.6380051921452,41,007,17.4
Columbia County,Oregon,79.089785319134,41,009,15.5
Coos County,Oregon,76.6166222995083,41,011,22.4
Crook County,Oregon,79.061152423734,41,013,23.4
Curry County,Oregon,76.7893586254035,41,015,29.7
Deschutes County,Oregon,80.8711398773437,41,017,16.9
Douglas County,Oregon,77.1629042519654,41,019,21.9
Gilliam County,Oregon,80.8392512182842,41,021,20.2
Grant County,Oregon,80.2001560245652,41,023,26.8
Harney County,Oregon,78.6903748158697,41,025,20.8
Hood River County,Oregon,80.3306517069452,41,027,12.5
Jackson County,Oregon,78.7149669675299,41,029,18.2
Jefferson County,Oregon,77.5729614236178,41,031,16.1
Josephine County,Oregon,76.728598554305,41,033,22.7
Klamath County,Oregon,76.4673019259959,41,035,18.0
Lake County,Oregon,77.9588246265892,41,037,21.3
Lane County,Oregon,79.1894538238338,41,039,15.4
Lincoln County,Oregon,77.9730089124499,41,041,22.8
Linn County,Oregon,77.9979988431619,41,043,15.4
Malheur County,Oregon,77.9626839896984,41,045,13.8
Marion County,Oregon,79.2073096056602,41,047,12.4
Morrow County,Oregon,79.5674034420069,41,049,13.4
Multnomah County,Oregon,79.3653150798846,41,051,10.1
Polk County,Oregon,80.4395328265539,41,053,15.5
Sherman County,Oregon,80.6461642338064,41,055,20.2
Tillamook County,Oregon,79.0637487139388,41,057,20.9
Umatilla County,Oregon,78.3633732662513,41,059,12.2
Union County,Oregon,79.1273155830259,41,061,16.8
Wallowa County,Oregon,80.2552522378195,41,063,26.0
Wasco County,Oregon,77.4981038833387,41,065,18.1
Washington County,Oregon,82.2472893165625,41,067,9.9
Wheeler County,Oregon,79.4826544704387,41,069,36.7
Yamhill County,Oregon,79.685377710859,41,071,13.6
Adams County,Pennsylvania,79.4498484683511,42,001,16.1
Allegheny County,Pennsylvania,78.1700339816467,42,003,14.6
Armstrong County,Pennsylvania,77.0672226734488,42,005,17.4
Beaver County,Pennsylvania,77.2148694159707,42,007,16.8
Bedford County,Pennsylvania,78.2629872954378,42,009,18.2
Berks County,Pennsylvania,79.1436965615664,42,011,13.8
Blair County,Pennsylvania,76.9960773654841,42,013,16.4
Bradford County,Pennsylvania,78.130286111169,42,015,17.6
Bucks County,Pennsylvania,79.8985354889808,42,017,14.4
Butler County,Pennsylvania,78.8954724195819,42,019,14.5
Cambria County,Pennsylvania,76.7073528117099,42,021,17.0
Cameron County,Pennsylvania,78.794445771943,42,023,21.2
Carbon County,Pennsylvania,76.8207741365463,42,025,17.2
Centre County,Pennsylvania,82.3053775354591,42,027,10.6
Chester County,Pennsylvania,81.1444590125695,42,029,12.7
Clarion County,Pennsylvania,77.9225538083147,42,031,15.7
Clearfield County,Pennsylvania,77.8099106528277,42,033,15.6
Clinton County,Pennsylvania,78.2794090516846,42,035,15.5
Columbia County,Pennsylvania,78.3695429726605,42,037,15.1
Crawford County,Pennsylvania,77.2171952366988,42,039,16.7
Cumberland County,Pennsylvania,79.9660072381558,42,041,14.5
Dauphin County,Pennsylvania,78.4296340961127,42,043,13.0
Delaware County,Pennsylvania,78.4464989699391,42,045,12.7
Elk County,Pennsylvania,78.2134806929739,42,047,17.8
Erie County,Pennsylvania,77.661991783772,42,049,13.4
Fayette County,Pennsylvania,75.5641202467502,42,051,16.4
Forest County,Pennsylvania,76.4650982597661,42,053,14.8
Franklin County,Pennsylvania,79.4332430519812,42,055,16.2
Fulton County,Pennsylvania,77.9167959810303,42,057,17.7
Greene County,Pennsylvania,76.1004743993479,42,059,14.3
Huntingdon County,Pennsylvania,78.711737938373,42,061,15.5
Indiana County,Pennsylvania,78.3424607438445,42,063,14.6
Jefferson County,Pennsylvania,77.3517653308302,42,065,16.9
Juniata County,Pennsylvania,79.0415666042199,42,067,17.6
Lackawanna County,Pennsylvania,76.9703874733342,42,069,15.9
Lancaster County,Pennsylvania,80.1295669087565,42,071,14.3
Lawrence County,Pennsylvania,76.8974679018736,42,073,17.2
Lebanon County,Pennsylvania,79.019283283726,42,075,15.8
Lehigh County,Pennsylvania,79.2747838631312,42,077,13.6
Luzerne County,Pennsylvania,76.7591981156037,42,079,15.8
Lycoming County,Pennsylvania,78.2551610248259,42,081,15.0
McKean County,Pennsylvania,76.9483445019473,42,083,15.3
Mercer County,Pennsylvania,77.3419529996505,42,085,16.9
Mifflin County,Pennsylvania,78.1251899376597,42,087,17.7
Monroe County,Pennsylvania,78.6141330992947,42,089,13.3
Montgomery County,Pennsylvania,80.678104595656,42,091,14.0
Montour County,Pennsylvania,78.3230700856946,42,093,16.1
Northampton County,Pennsylvania,79.9447600602662,42,095,14.8
Northumberland County,Pennsylvania,77.461987268033,42,097,16.4
Perry County,Pennsylvania,77.4606096128731,42,099,14.1
Philadelphia County,Pennsylvania,75.931173997275,42,101,10.3
Pike County,Pennsylvania,80.2626081469485,42,103,19.0
Potter County,Pennsylvania,78.1407707282022,42,105,19.5
Schuylkill County,Pennsylvania,76.0349513608169,42,107,15.9
Snyder County,Pennsylvania,80.1300340214086,42,109,14.4
Somerset County,Pennsylvania,77.546199911647,42,111,17.1
Sullivan County,Pennsylvania,76.2215288759216,42,113,24.0
Susquehanna County,Pennsylvania,77.9074862772633,42,115,18.1
Tioga County,Pennsylvania,78.774540017364,42,117,18.1
Union County,Pennsylvania,81.5069708540344,42,119,12.2
Venango County,Pennsylvania,77.4382755562792,42,121,17.3
Warren County,Pennsylvania,78.0514714038187,42,123,18.5
Washington County,Pennsylvania,77.2966729353576,42,125,16.3
Wayne County,Pennsylvania,78.0237272602872,42,127,18.0
Westmoreland County,Pennsylvania,78.0796441392642,42,129,17.7
Wyoming County,Pennsylvania,76.9411842010463,42,131,16.7
York County,Pennsylvania,78.9604718840585,42,133,13.8
Bristol County,Rhode Island,81.2853444827852,44,001,16.6
Kent County,Rhode Island,79.2242537366618,44,003,14.7
Newport County,Rhode Island,81.2301257816712,44,005,16.9
Providence County,Rhode Island,79.3644258276425,44,007,11.9
Washington County,Rhode Island,81.1082157908006,44,009,15.8
Abbeville County,South Carolina,76.1123988828484,45,001,16.9
Aiken County,South Carolina,76.6188937341031,45,003,15.4
Allendale County,South Carolina,72.6163725240061,45,005,12.9
Anderson County,South Carolina,75.7052550855852,45,007,15.0
Bamberg County,South Carolina,74.3007024653609,45,009,15.9
Barnwell County,South Carolina,73.5470339151669,45,011,14.3
Beaufort County,South Carolina,81.7970703663666,45,013,22.5
Berkeley County,South Carolina,77.8804538131479,45,015,10.6
Calhoun County,South Carolina,75.8437060111536,45,017,18.3
Charleston County,South Carolina,78.5221519796829,45,019,12.6
Cherokee County,South Carolina,73.9336764094201,45,021,13.2
Chester County,South Carolina,73.2041985226279,45,023,14.7
Chesterfield County,South Carolina,74.2447545623623,45,025,13.5
Clarendon County,South Carolina,75.7083530201835,45,027,17.9
Colleton County,South Carolina,72.9186590216789,45,029,16.9
Darlington County,South Carolina,73.3440715905654,45,031,14.4
Dillon County,South Carolina,72.5919248239318,45,033,12.5
Dorchester County,South Carolina,78.0452807880868,45,035,10.3
Edgefield County,South Carolina,78.8702252106175,45,037,12.8
Fairfield County,South Carolina,74.1088177459737,45,039,15.8
Florence County,South Carolina,74.0044356872287,45,041,12.9
Georgetown County,South Carolina,76.4337586460012,45,043,22.2
Greenville County,South Carolina,77.7685400444661,45,045,12.3
Greenwood County,South Carolina,76.5175910341003,45,047,14.7
Hampton County,South Carolina,73.9264589599168,45,049,13.3
Horry County,South Carolina,76.6927767915577,45,051,18.9
Jasper County,South Carolina,76.6474686581578,45,053,12.9
Kershaw County,South Carolina,76.2148685052517,45,055,14.4
Lancaster County,South Carolina,77.1171555889376,45,057,16.1
Laurens County,South Carolina,73.9686004139876,45,059,14.3
Lee County,South Carolina,72.3986079056659,45,061,12.4
Lexington County,South Carolina,77.6551397308516,45,063,12.4
McCormick County,South Carolina,76.6740085125429,45,065,25.6
Marion County,South Carolina,72.3122736592637,45,067,14.2
Marlboro County,South Carolina,72.2074047337694,45,069,12.0
Newberry County,South Carolina,75.9121578804165,45,071,15.2
Oconee County,South Carolina,76.5667508311372,45,073,19.6
Orangeburg County,South Carolina,74.122805892488,45,075,14.9
Pickens County,South Carolina,76.5763174686131,45,077,13.0
Richland County,South Carolina,77.1979169880258,45,079,9.4
Saluda County,South Carolina,77.2438912261536,45,081,15.3
Spartanburg County,South Carolina,75.654964654888,45,083,13.1
Sumter County,South Carolina,75.3331401882999,45,085,12.2
Union County,South Carolina,73.435773197715,45,087,16.1
Williamsburg County,South Carolina,72.8735036087733,45,089,14.6
York County,South Carolina,77.4187522996774,45,091,11.5
Aurora County,South Dakota,79.8730670263553,46,003,19.6
Beadle County,South Dakota,78.6179047547924,46,005,14.1
Bennett County,South Dakota,73.1998791316258,46,007,9.6
Bon Homme County,South Dakota,80.615834552512,46,009,16.1
Brookings County,South Dakota,81.431007376884,46,011,9.0
Brown County,South Dakota,79.9280322880311,46,013,13.8
Brule County,South Dakota,78.7718248334146,46,015,15.1
Buffalo County,South Dakota,69.7751774854067,46,017,8.0
Butte County,South Dakota,77.8003962650136,46,019,16.8
Campbell County,South Dakota,81.5069340591061,46,021,26.3
Charles Mix County,South Dakota,77.5329187572753,46,023,16.4
Clark County,South Dakota,80.0031663734123,46,025,18.2
Clay County,South Dakota,79.6275466438048,46,027,9.6
Codington County,South Dakota,80.4294466643483,46,029,13.2
Corson County,South Dakota,70.5605802782038,46,031,10.2
Custer County,South Dakota,79.3796417156741,46,033,24.2
Davison County,South Dakota,79.0916814152177,46,035,13.8
Day County,South Dakota,78.7971636030704,46,037,22.6
Deuel County,South Dakota,80.2673524773209,46,039,18.8
Dewey County,South Dakota,70.0116469271704,46,041,9.1
Douglas County,South Dakota,80.0785766711817,46,043,22.0
Edmunds County,South Dakota,80.3061974833356,46,045,19.7
Fall River County,South Dakota,75.7613667572242,46,047,23.7
Faulk County,South Dakota,80.4401453118265,46,049,22.3
Grant County,South Dakota,78.8712421592345,46,051,16.7
Gregory County,South Dakota,77.9588352430667,46,053,21.1
Haakon County,South Dakota,77.9972509104247,46,055,17.1
Hamlin County,South Dakota,78.9221337544512,46,057,15.7
Hand County,South Dakota,80.6958648438254,46,059,23.1
Hanson County,South Dakota,79.7300434198634,46,061,14.2
Harding County,South Dakota,81.5829589707133,46,063,11.4
Hughes County,South Dakota,79.2343441363159,46,065,14.4
Hutchinson County,South Dakota,79.5766248032491,46,067,20.7
Hyde County,South Dakota,77.9954839725272,46,069,19.9
Jerauld County,South Dakota,79.7553901820929,46,073,18.3
Jones County,South Dakota,78.5107347225734,46,075,21.5
Kingsbury County,South Dakota,78.8340092165636,46,077,19.4
Lake County,South Dakota,80.683402628036,46,079,17.7
Lawrence County,South Dakota,80.5291401814902,46,081,16.2
Lincoln County,South Dakota,83.8068634725464,46,083,9.0
Lyman County,South Dakota,76.5796091354671,46,085,13.5
McCook County,South Dakota,77.76045564146,46,087,16.6
McPherson County,South Dakota,79.9703349876722,46,089,24.1
Marshall County,South Dakota,80.3424445729485,46,091,16.8
Meade County,South Dakota,78.7942873426935,46,093,12.3
Mellette County,South Dakota,71.9248948581622,46,095,13.4
Miner County,South Dakota,78.6802821137669,46,097,18.7
Minnehaha County,South Dakota,78.9603713958675,46,099,10.3
Moody County,South Dakota,80.5259106382611,46,101,14.7
Pennington County,South Dakota,79.7144872442796,46,103,13.4
Perkins County,South Dakota,78.4191008152041,46,105,24.0
Potter County,South Dakota,78.7755167835648,46,107,25.3
Roberts County,South Dakota,77.3783559977353,46,109,17.2
Sanborn County,South Dakota,79.0307656430676,46,111,18.1
Shannon County,South Dakota,65.9812859289239,46,113,
Spink County,South Dakota,79.3627106354539,46,115,17.4
Stanley County,South Dakota,80.5133923433841,46,117,17.7
Sully County,South Dakota,81.282016919939,46,119,15.4
Todd County,South Dakota,67.856813708673,46,121,6.7
Tripp County,South Dakota,78.014731482971,46,123,17.6
Turner County,South Dakota,79.1737438274913,46,125,17.6
Union County,South Dakota,81.014081325752,46,127,14.4
Walworth County,South Dakota,77.261875067397,46,129,21.7
Yankton County,South Dakota,79.647627210809,46,135,14.1
Ziebach County,South Dakota,76.6020846228614,46,137,7.2
Jackson County,South Dakota,73.8438996727129,46,071,15.2
Anderson County,Tennessee,75.5479997821657,47,001,16.6
Bedford County,Tennessee,74.9522197759332,47,003,13.2
Benton County,Tennessee,72.8295871020818,47,005,20.7
Bledsoe County,Tennessee,76.7011823273972,47,007,14.5
Blount County,Tennessee,77.0733085707916,47,009,16.3
Bradley County,Tennessee,76.553501011809,47,011,13.7
Campbell County,Tennessee,72.6075106127718,47,013,17.7
Cannon County,Tennessee,74.5269281732215,47,015,16.0
Carroll County,Tennessee,73.1168655291859,47,017,16.6
Carter County,Tennessee,75.6002302430624,47,019,17.4
Cheatham County,Tennessee,74.7384262927799,47,021,11.8
Chester County,Tennessee,76.1203339747419,47,023,15.0
Claiborne County,Tennessee,72.9717504933066,47,025,16.2
Clay County,Tennessee,73.9063037591059,47,027,22.4
Cocke County,Tennessee,72.542284998731,47,029,18.3
Coffee County,Tennessee,74.2555737260611,47,031,14.6
Crockett County,Tennessee,74.5388354814419,47,033,15.2
Cumberland County,Tennessee,76.7297408715878,47,035,27.9
Davidson County,Tennessee,76.9859626215098,47,037,9.3
Decatur County,Tennessee,74.3889745077472,47,039,20.4
DeKalb County,Tennessee,73.6450336377321,47,041,15.0
Dickson County,Tennessee,75.0296260536475,47,043,13.7
Dyer County,Tennessee,74.1267726777085,47,045,13.5
Fayette County,Tennessee,77.5854975563184,47,047,16.7
Fentress County,Tennessee,72.8091041335409,47,049,18.4
Franklin County,Tennessee,75.8702165200456,47,051,17.2
Gibson County,Tennessee,73.7373964615651,47,053,15.5
Giles County,Tennessee,74.9665956900055,47,055,16.6
Grainger County,Tennessee,74.1461323951614,47,057,16.8
Greene County,Tennessee,74.4762149190928,47,059,17.7
Grundy County,Tennessee,71.5110446939016,47,061,18.0
Hamblen County,Tennessee,74.7482857201005,47,063,14.9
Hamilton County,Tennessee,77.3550198286334,47,065,13.6
Hancock County,Tennessee,72.2186958361739,47,067,16.3
Hardeman County,Tennessee,74.5731859205833,47,069,13.0
Hardin County,Tennessee,73.3967138397099,47,071,19.2
Hawkins County,Tennessee,74.6690013027197,47,073,17.2
Haywood County,Tennessee,74.6031470967844,47,075,13.9
Henderson County,Tennessee,74.3487954336892,47,077,14.9
Henry County,Tennessee,74.2033522044216,47,079,19.3
Hickman County,Tennessee,74.5898606762566,47,081,13.2
Houston County,Tennessee,74.2295363022353,47,083,17.8
Humphreys County,Tennessee,74.1905208721454,47,085,17.2
Jackson County,Tennessee,73.9320459752992,47,087,18.8
Jefferson County,Tennessee,75.64708357871,47,089,17.0
Johnson County,Tennessee,75.1056937170001,47,091,17.3
Knox County,Tennessee,76.6417451694136,47,093,12.3
Lake County,Tennessee,72.4265937200853,47,095,9.8
Lauderdale County,Tennessee,73.6111113817158,47,097,11.2
Lawrence County,Tennessee,74.5570234642104,47,099,15.4
Lewis County,Tennessee,74.7778849266636,47,101,16.6
Lincoln County,Tennessee,75.2283072661041,47,103,15.9
Loudon County,Tennessee,77.1656059198404,47,105,23.0
McMinn County,Tennessee,74.4604925400093,47,107,16.7
McNairy County,Tennessee,73.3790031029858,47,109,17.7
Macon County,Tennessee,73.7493552254673,47,111,13.8
Madison County,Tennessee,76.3278829137494,47,113,13.0
Marion County,Tennessee,74.0394053557906,47,115,16.2
Marshall County,Tennessee,75.3921975804625,47,117,12.8
Maury County,Tennessee,76.1623872540148,47,119,12.8
Meigs County,Tennessee,72.9059513790179,47,121,18.7
Monroe County,Tennessee,74.8225330796938,47,123,17.1
Montgomery County,Tennessee,76.1277655215208,47,125,7.4
Moore County,Tennessee,78.4575173848887,47,127,19.4
Morgan County,Tennessee,74.8497045771486,47,129,12.9
Obion County,Tennessee,75.0921893773579,47,131,16.3
Overton County,Tennessee,73.7128733889266,47,133,17.3
Perry County,Tennessee,73.4561844931723,47,135,18.3
Pickett County,Tennessee,74.8983486286693,47,137,23.2
Polk County,Tennessee,73.8428108587901,47,139,17.8
Putnam County,Tennessee,76.0066068483868,47,141,13.9
Rhea County,Tennessee,74.1639906372469,47,143,15.8
Roane County,Tennessee,74.9665957585727,47,145,19.1
Robertson County,Tennessee,75.6473767433111,47,147,11.9
Rutherford County,Tennessee,77.9169068107667,47,149,8.3
Scott County,Tennessee,72.4835986536595,47,151,14.0
Sequatchie County,Tennessee,75.6419715171904,47,153,17.9
Sevier County,Tennessee,76.1576599768454,47,155,15.9
Shelby County,Tennessee,75.5694239914875,47,157,9.6
Smith County,Tennessee,74.5864316642873,47,159,13.7
Stewart County,Tennessee,74.9469222948147,47,161,17.5
Sullivan County,Tennessee,75.6626083446924,47,163,18.0
Sumner County,Tennessee,77.9470035451131,47,165,12.8
Tipton County,Tennessee,75.1269850500127,47,167,11.3
Trousdale County,Tennessee,74.460772222719,47,169,14.0
Unicoi County,Tennessee,74.2562344366222,47,171,18.8
Union County,Tennessee,74.1349605289763,47,173,14.9
Van Buren County,Tennessee,74.6979931055749,47,175,18.6
Warren County,Tennessee,74.3260578182582,47,177,14.4
Washington County,Tennessee,76.0609961356471,47,179,15.3
Wayne County,Tennessee,75.1070770338051,47,181,14.6
Weakley County,Tennessee,76.1066436548644,47,183,14.4
White County,Tennessee,73.9725249465538,47,185,17.3
Williamson County,Tennessee,81.8510682974718,47,187,10.2
Wilson County,Tennessee,78.0313330625345,47,189,12.9
Anderson County,Texas,73.5629041524832,48,001,10.1
Andrews County,Texas,76.2931021541479,48,003,8.8
Angelina County,Texas,75.9384780156227,48,005,13.0
Aransas County,Texas,75.3657729510728,48,007,25.3
Archer County,Texas,78.8185509604302,48,009,16.4
Armstrong County,Texas,76.615307016988,48,011,18.6
Atascosa County,Texas,77.3170860458063,48,013,12.8
Austin County,Texas,78.4302270893688,48,015,15.6
Bailey County,Texas,77.4419472386,48,017,12.6
Bandera County,Texas,79.5933187860025,48,019,25.5
Bastrop County,Texas,77.6493096016643,48,021,11.7
Baylor County,Texas,75.3751507762699,48,023,20.3
Bee County,Texas,76.6684292471487,48,025,8.4
Bell County,Texas,77.7257191328612,48,027,8.5
Bexar County,Texas,78.3672675437491,48,029,9.6
Blanco County,Texas,78.8616968312997,48,031,19.3
Bosque County,Texas,76.6521185589844,48,035,21.7
Bowie County,Texas,75.2324866912941,48,037,12.6
Brazoria County,Texas,78.5848092208123,48,039,9.5
Brazos County,Texas,80.2430015142959,48,041,6.9
Brewster County,Texas,80.5633043428271,48,043,18.4
Briscoe County,Texas,78.0399426569871,48,045,19.7
Brooks County,Texas,75.6803365816927,48,047,12.6
Brown County,Texas,74.8206240761441,48,049,17.1
Burleson County,Texas,77.0282577482859,48,051,17.7
Burnet County,Texas,78.4393916275682,48,053,19.5
Caldwell County,Texas,77.5936041355454,48,055,11.3
Calhoun County,Texas,77.405762200834,48,057,15.4
Callahan County,Texas,75.8503789278387,48,059,18.4
Cameron County,Texas,79.8958195491187,48,061,11.0
Camp County,Texas,74.739770844432,48,063,16.3
Carson County,Texas,77.92463095442,48,065,16.0
Cass County,Texas,74.8770466663734,48,067,19.0
Castro County,Texas,78.2083085013317,48,069,13.1
Chambers County,Texas,77.2350158475284,48,071,10.1
Cherokee County,Texas,76.2103529097411,48,073,14.0
Childress County,Texas,76.0092001184438,48,075,11.8
Clay County,Texas,77.0418313997943,48,077,18.4
Cochran County,Texas,75.3913342001216,48,079,13.4
Coke County,Texas,76.7758240230944,48,081,23.7
Coleman County,Texas,74.7946739394664,48,083,23.2
Collin County,Texas,81.8013939624884,48,085,8.3
